CustomerID,Tenure,PhoneService_Numeric,Contract_Numeric,PaymentMethod_Numeric,MonthlyCharges,TotalCharges,Churn_Numeric,MonthlyChargesPerTenure,LogTotalCharges
7941-RCJOW,65,1,2,3,19.55,1218.65,0,0.3007692307692308,7.105498967663615
6374-NTQLP,72,1,2,3,104.1,7447.7,0,1.4458333333333333,8.915660538876068
4154-AQUGT,13,1,0,2,89.05,1169.35,1,6.85,7.0642033178580785
2387-KDZQY,17,1,1,1,20.1,279.5,0,1.1823529411764706,5.633002292595154
3584-WKTTW,51,1,1,0,111.55,5720.35,0,2.187254901960784,8.651785271313074
3399-BMLVW,51,1,2,3,60.5,3121.45,0,1.1862745098039216,8.046052916433418
1971-DTCZB,72,1,2,2,90.95,6468.6,0,1.2631944444444445,8.774714980773128
3092-IGHWF,67,1,1,0,87.4,5918.8,1,1.3044776119402985,8.685889004628379
3374-PZLXD,34,1,0,1,19.7,675.6,0,0.5794117647058823,6.5156011849336455
3813-DHBBB,67,0,2,2,50.95,3521.7,0,0.7604477611940299,8.166699106552587
2812-REYAT,49,1,1,2,20.05,923.1,0,0.4091836734693878,6.8277375709961055
6518-PPLMZ,53,1,2,1,19.4,1110.35,0,0.3660377358490566,7.0124305599202685
4939-KYYPY,27,1,0,0,59.45,1611.65,0,2.201851851851852,7.38501377790418
8017-LXHFA,23,1,0,0,94.75,2293.6,1,4.119565217391305,7.73787791456916
5930-GBIWP,69,1,2,3,81.5,5553.25,0,1.181159420289855,8.622138620937731
6022-KOUQO,2,0,0,2,29.05,44.75,0,14.525,3.8010914447208646
6352-TWCAU,35,1,0,0,86.45,3029.1,1,2.47,8.016020824678385
2361-UPSND,46,1,1,1,70.6,3231.05,0,1.534782608695652,8.080562440789873
6035-RIIOM,54,1,2,2,97.2,5129.45,0,1.8,8.542753719941514
2929-QNSRW,56,1,1,0,98.25,5508.35,1,1.7544642857142858,8.614020401765808
1262-OPMFY,9,1,0,2,75.75,655.9,1,8.416666666666666,6.48600833829969
9504-DSHWM,20,1,0,2,59.2,1191.2,0,2.96,7.0827164813698
5035-BVCXS,11,1,0,1,75.9,866.4,0,6.9,6.764346695686781
6267-DCFFZ,30,1,0,0,90.05,2627.2,0,3.0016666666666665,7.873673919258109
3533-UVMOM,68,1,2,2,70.95,4741.45,0,1.0433823529411765,8.464098275082058
2439-LYPMQ,38,1,0,0,102.6,4009.2,0,2.6999999999999997,8.29634699915071
4248-QPAVC,17,1,0,2,85.35,1463.45,1,5.020588235294118,7.288551940874587
1899-VXWXM,48,1,1,3,106.1,5082.8,1,2.2104166666666667,8.53361756983038
1478-VPOAD,1,1,0,0,43.8,43.8,0,43.8,3.7796338173824005
9995-HOTOH,63,0,2,0,59.0,3707.6,0,0.9365079365079365,8.218140046001677
2988-PLAHS,3,1,1,0,69.95,220.45,0,23.316666666666666,5.395670911803947
1371-OJCEK,48,1,1,2,24.35,1133.7,0,0.5072916666666667,7.033241899023553
4999-IEZLT,66,0,1,3,29.45,1983.15,0,0.4462121212121212,7.592441768624216
8883-ANODQ,68,1,2,3,84.4,5746.75,0,1.2411764705882353,8.656389756604526
4690-LLKUA,17,1,0,0,45.05,770.6,1,2.65,6.647169432192057
2351-RRBUE,7,1,1,1,20.65,134.05,0,2.9499999999999997,4.898212864681969
5980-BDHPY,72,1,2,2,87.1,6230.1,0,1.2097222222222221,8.737147663017042
1498-DQNRX,29,1,0,1,19.85,573.05,0,0.6844827586206897,6.350972972942708
9469-WEJBT,37,1,0,0,90.35,3419.3,0,2.441891891891892,8.137191130744602
3331-HQDTW,34,1,0,1,109.8,3587.25,1,3.2294117647058824,8.185141171228516
9490-DFPMD,42,1,0,0,84.65,3541.35,1,2.0154761904761904,8.172263289362332
2581-VKIRT,59,1,1,1,65.5,3801.3,0,1.1101694915254237,8.243098392472973
5442-XSDCW,11,1,0,2,79.5,868.5,1,7.2272727272727275,6.766767585681159
7426-WEIJX,60,1,0,0,80.95,4859.1,0,1.3491666666666666,8.488608514560461
2851-MMUTZ,27,1,0,1,56.15,1439.35,0,2.0796296296296295,7.271946901774525
3049-NDXFL,1,1,0,1,85.8,85.8,1,85.8,4.4520190064939165
8580-AECUZ,1,1,0,0,79.1,79.1,1,79.1,4.370712874773608
3307-TLCUD,17,0,0,1,34.4,592.75,0,2.023529411764706,6.384772724945515
6625-FLENO,58,1,2,1,20.75,1185.95,0,0.3577586206896552,7.078299420152955
2967-MXRAV,1,1,1,1,18.8,18.8,0,18.8,2.9338568698359038
7963-GQRMY,3,1,0,1,44.3,134.5,1,14.766666666666666,4.901564199041894
8189-HBVRW,53,1,0,0,90.8,4921.2,0,1.7132075471698112,8.501307682186013
4163-KIUHY,35,1,0,0,25.6,901.25,0,0.7314285714285714,6.803782688599159
1228-FZFRV,50,1,0,3,105.95,5341.8,1,2.119,8.583317953807681
3500-NSDOA,68,1,2,3,70.8,4859.95,0,1.0411764705882351,8.488783428775774
1171-TYKUR,47,1,0,0,25.4,1139.2,0,0.5404255319148936,7.0380815406577115
3761-FLYZI,65,1,0,2,108.8,7082.45,0,1.6738461538461538,8.865375172025676
2058-DCJBE,5,1,0,0,69.75,324.6,1,13.95,5.782593655080491
5364-XYIRR,51,1,0,0,94.65,4812.75,1,1.8558823529411765,8.479023925298735
4829-AUOAX,46,1,0,2,96.05,4399.5,1,2.0880434782608694,8.389246177085615
1219-NNDDO,9,1,0,0,76.85,663.55,0,8.538888888888888,6.497604208883258
8388-DMKAE,8,1,2,1,20.25,174.65,0,2.53125,5.162783971252841
4403-BWPAY,14,1,1,3,24.8,321.7,0,1.7714285714285716,5.7736194342449805
9659-QEQSY,45,1,0,0,115.65,5125.5,0,2.5700000000000003,8.541983360223457
5405-ZMYXQ,8,1,0,3,74.6,548.9,0,9.325,6.3079162755558436
5047-LHVLY,1,1,0,1,50.15,50.15,1,50.15,3.9150185144079446
1442-OKRJE,66,1,1,2,103.15,7031.3,0,1.562878787878788,8.858126889472658
4737-AQCPU,72,1,2,3,72.1,5016.65,0,1.0013888888888889,8.520517659244257
9158-VCTQB,41,1,0,2,113.6,4594.95,1,2.770731707317073,8.432713153337767
2808-CHTDM,23,1,2,1,25.1,611.45,0,1.091304347826087,6.415833185635379
6311-UEUME,29,1,0,0,78.9,2384.15,1,2.720689655172414,7.776597945668981
0793-TWELN,4,1,0,0,80.15,319.85,0,20.0375,5.767852135896146
3283-WCWXT,6,1,2,1,25.4,153.3,0,4.233333333333333,5.0323967858777685
1060-ENTOF,67,1,1,3,105.4,7035.6,0,1.573134328358209,8.858738253758169
0999-QXNSA,7,1,0,1,45.75,344.2,0,6.535714285714286,5.841222883777439
5451-MHQOF,56,1,1,1,24.45,1431.65,0,0.43660714285714286,7.266582904238945
4836-WNFNO,72,1,2,3,25.0,1849.2,0,0.3472222222222222,7.52250839211407
9225-BZLNZ,72,1,2,0,85.25,6083.1,0,1.1840277777777777,8.713269713442529
0354-VXMJC,23,1,2,3,19.6,426.65,0,0.8521739130434783,6.055964004982593
4422-QVIJA,35,1,0,1,50.15,1655.35,0,1.4328571428571428,7.411767745814881
9365-SRSZE,27,1,0,0,70.55,1943.9,0,2.6129629629629627,7.572451543368067
6839-ITVZJ,26,1,0,0,60.05,1616.15,1,2.3096153846153844,7.387802056555544
8332-OSJDW,12,1,1,1,26.4,314.95,0,2.1999999999999997,5.752413896067938
4735-BJKOU,40,1,2,1,20.15,804.85,0,0.5037499999999999,6.690655924652239
0274-JKUJR,7,0,0,1,58.85,465.7,0,8.407142857142857,6.1435416499883315
5740-YHGTW,70,1,0,3,97.55,6669.05,0,1.3935714285714285,8.80523269998012
8917-SZTTJ,60,1,2,3,19.65,1161.75,0,0.32749999999999996,7.057682767965088
1696-MZVAU,39,0,1,3,25.25,947.75,0,0.6474358974358975,6.854090754396444
7359-WWYJV,72,1,2,3,114.45,8375.05,0,1.5895833333333333,9.0330123268247
0375-HVGXO,1,0,0,0,34.7,34.7,1,34.7,3.5467396869528134
4906-ZHGPK,54,1,1,0,70.7,3770.0,0,1.3092592592592593,8.234830280442056
8593-WHYHV,3,1,0,0,85.3,264.8,1,28.433333333333334,5.578974824062853
3795-GWTRD,63,1,2,3,75.55,4707.85,0,1.1992063492063492,8.456986607209904
1298-PHBTI,71,1,2,0,84.8,6152.4,0,1.1943661971830986,8.724597528577656
6223-DHJGV,42,1,1,1,20.65,958.1,0,0.49166666666666664,6.864952156656828
6961-MJKBO,47,1,2,2,20.45,943.0,0,0.4351063829787234,6.849066282633458
6097-EQISJ,66,1,1,3,102.45,6615.15,1,1.5522727272727272,8.797117752028926
4423-YLHDV,21,1,0,2,104.4,2200.25,1,4.9714285714285715,7.696326269253921
8158-WPEZG,11,0,0,0,35.65,425.1,0,3.2409090909090907,6.052324435364745
0107-YHINA,1,1,0,0,99.75,99.75,1,99.75,4.602667055769973
4918-FYJNT,55,1,0,0,90.45,5044.8,0,1.6445454545454545,8.526113288790796
0727-BNRLG,69,1,2,3,97.65,6743.55,0,1.415217391304348,8.816341771476766
4854-CIDCF,3,1,0,0,73.85,196.4,0,24.616666666666664,5.280153395920365
8640-SDGKB,4,1,0,0,74.4,299.7,1,18.6,5.702781974322617
3280-MRDOF,30,1,2,3,69.1,2093.9,0,2.3033333333333332,7.646783634798271
6435-SRWBJ,5,1,0,0,82.75,417.75,0,16.55,6.0348831674755035
9964-WBQDJ,71,1,2,3,24.4,1725.4,0,0.3436619718309859,7.453214186642478
6303-KFWSL,29,1,1,0,55.25,1620.2,0,1.9051724137931034,7.390304877396391
1702-CCFNJ,52,1,0,2,61.35,3169.55,0,1.1798076923076923,8.06134490095868
8932-CZHRQ,68,1,1,3,76.75,5233.25,0,1.1286764705882353,8.562787778974629
0386-CWRGM,46,1,2,1,19.4,967.85,0,0.42173913043478256,6.875077116591555
5515-RUGKN,8,1,0,3,54.75,438.05,0,6.84375,6.082333059112373
0404-AHASP,72,1,2,3,19.7,1421.9,0,0.2736111111111111,7.259749284402329
7279-NMVJC,17,1,1,2,19.9,323.15,0,1.1705882352941175,5.778116611708905
2081-VEYEH,3,1,0,0,107.95,318.6,0,35.983333333333334,5.763936397475948
6407-UTSLV,2,1,0,2,83.8,163.7,0,41.9,5.098035484377089
4116-TZAQJ,9,1,0,3,74.25,639.65,1,8.25,6.460921151763044
9060-HJJRW,51,0,1,3,56.4,2928.5,0,1.1058823529411765,7.982245625529837
2587-YNLES,6,1,2,1,20.1,100.35,0,3.35,4.608664075242347
7398-SKNQZ,3,1,0,0,94.9,273.2,0,31.633333333333336,5.610204127696635
5935-FCCNB,17,1,0,0,94.2,1608.15,0,5.541176470588235,7.3828397289703585
1958-RNRKS,30,1,0,0,49.9,1441.95,0,1.6633333333333333,7.273751643179935
5136-RGMZO,31,1,0,0,71.05,2168.15,0,2.291935483870968,7.681629548358027
8345-MVDYC,45,1,2,2,81.65,3618.7,0,1.8144444444444445,8.193870124300117
8226-BXGES,64,1,1,2,89.45,5692.65,0,1.39765625,8.646931148051861
3877-JRJIP,1,1,0,0,59.85,59.85,1,59.85,4.091841432003982
8375-DKEBR,1,1,0,0,69.6,69.6,1,69.6,4.242764567340374
9705-IOVQQ,61,1,1,0,99.0,5969.3,0,1.6229508196721312,8.694384946580662
1015-OWJKI,1,1,0,1,19.05,19.05,0,19.05,2.94706710157271
7511-YMXVQ,9,0,0,0,45.4,418.8,1,5.044444444444444,6.037393478996382
2040-XBAVJ,72,1,2,2,114.45,8100.55,0,1.5895833333333333,8.999687239589914
7551-JOHTI,1,1,0,1,19.5,19.5,1,19.5,2.970414465569701
8887-IPQNC,7,1,0,1,44.25,313.45,0,6.321428571428571,5.747639857719977
8646-JCOMS,66,1,1,2,90.55,6130.95,0,1.3719696969696968,8.72110499245297
9804-ICWBG,1,1,0,0,69.9,69.9,1,69.9,4.247065649239764
1222-KJNZD,40,1,0,2,20.4,745.3,0,0.51,6.613786821887648
0106-GHRQR,16,1,0,2,71.4,1212.1,0,4.4625,7.100109671476466
5318-IXUZF,2,1,0,2,87.15,183.75,1,43.575,5.213576138092946
3768-VHXQO,67,1,2,3,24.85,1583.5,0,0.37089552238805973,7.367392865978695
8952-WCVCD,41,1,1,2,104.45,4162.05,0,2.5475609756097564,8.33376302033649
2418-TPEUN,56,1,2,3,19.8,1119.9,0,0.3535714285714286,7.020994674588648
3963-RYFNS,72,1,2,2,116.45,8013.55,0,1.6173611111111112,8.988889137885058
3198-VELRD,3,1,0,2,84.75,264.85,1,28.25,5.5791636279905354
8540-ZQGEA,54,1,2,3,20.05,1102.4,0,0.3712962962962963,7.005244900259394
1320-REHCS,52,1,0,0,110.75,5832.0,0,2.1298076923076925,8.671115273688494
4137-JOPHL,50,1,2,2,89.7,4304.5,0,1.794,8.36741626609801
9436-ZBZCT,14,1,0,0,89.95,1178.4,1,6.425,7.071912865148421
7801-CEDNV,27,1,1,3,48.7,1421.75,0,1.8037037037037038,7.259643786186909
2057-BOYKM,72,1,2,2,96.6,6827.5,0,1.3416666666666666,8.82871385334786
3658-QQJYD,62,1,1,3,74.3,4698.05,0,1.1983870967741934,8.454902807988958
1803-BGNBD,12,1,0,0,54.3,654.5,0,4.5249999999999995,6.483871585349955
0134-XWXCE,44,1,1,2,74.85,3268.05,0,1.7011363636363634,8.091948755740452
6950-TWMYB,54,1,2,2,79.95,4362.05,0,1.4805555555555556,8.380697409327698
5848-FHRFC,68,1,2,2,20.05,1386.9,0,0.2948529411764706,7.2348263196622895
2243-FNMMI,20,1,0,1,19.4,415.4,0,0.97,6.0292419114420115
2511-MORQY,50,1,1,2,54.9,2614.1,0,1.0979999999999999,7.868675148999497
5356-KZCKT,58,1,2,3,24.45,1513.6,0,0.421551724137931,7.322246198297614
9470-XCCEM,35,1,0,2,89.65,3161.6,0,2.5614285714285714,8.05883350755355
6519-CFDBX,2,1,0,0,45.4,80.95,0,22.7,4.393831680123644
3902-MIVLE,63,1,2,1,75.7,4676.7,0,1.2015873015873015,8.450348011986744
0409-WTMPL,58,1,1,3,110.65,6526.65,0,1.9077586206896553,8.783649073786982
8763-KIAFH,27,1,1,1,20.55,583.3,0,0.7611111111111112,6.368701633759592
3669-WHAFY,71,1,2,3,115.15,8078.1,0,1.6218309859154931,8.996911975348542
3055-VTCGS,63,1,1,3,58.55,3503.5,0,0.9293650793650793,8.161517747810588
3144-KMTWZ,71,1,0,2,93.25,6669.45,0,1.3133802816901408,8.805292676739143
7279-BUYWN,41,1,0,0,113.2,4689.5,1,2.760975609756098,8.453081245948994
7156-MHUGY,13,1,0,0,90.5,1201.15,1,6.961538461538462,7.091034710201204
7198-GLXTC,2,1,0,0,79.0,143.65,1,39.5,4.967379785425298
2007-QVGAW,68,1,2,2,19.35,1292.65,0,0.2845588235294118,7.164449653807429
5207-PLSTK,1,1,0,1,48.75,48.75,0,48.75,3.886705197443856
2307-FYNNL,65,1,2,0,109.05,7108.2,0,1.6776923076923076,8.869004326188769
5605-XNWEN,72,1,2,2,25.0,1802.55,0,0.3472222222222222,7.4969576080254186
2155-AMQRX,28,1,0,3,54.9,1505.15,0,1.9607142857142856,7.31664783999056
6181-AXXYF,72,1,2,3,24.75,1859.1,0,0.34375,7.527847778636171
5091-HFAZW,2,1,0,0,91.15,168.5,0,45.575,5.126935749792416
0516-VRYBW,18,1,1,2,20.15,390.85,1,1.1194444444444445,5.968323854666339
2519-LBNQL,60,1,1,0,104.35,6339.45,0,1.7391666666666665,8.754547292879561
8623-ULFNQ,26,1,0,0,66.05,1652.4,0,2.5403846153846152,7.409984055522609
8380-PEFPE,1,1,0,0,71.65,71.65,1,71.65,4.271793154274181
5687-DKDTV,4,1,0,1,20.35,77.5,1,5.0875,4.350277936359301
1568-LJSZU,68,1,2,3,92.2,6392.85,0,1.3558823529411765,8.762935457328629
7530-HDYDS,38,1,0,3,84.25,3264.5,1,2.2171052631578947,8.090861890626687
7789-HKSBS,42,1,1,2,105.2,4599.15,0,2.5047619047619047,8.43362678279408
7416-CKTEP,57,1,2,2,19.6,1134.25,0,0.34385964912280703,7.033726918544073
2586-CWXVV,54,0,0,0,30.4,1621.35,0,0.5629629629629629,7.391014414530321
3096-IZETN,12,1,0,2,78.1,947.3,1,6.508333333333333,6.853615832881489
2348-KCJLT,44,1,1,1,61.5,2722.2,0,1.3977272727272727,7.909195655897973
8401-EMUWF,42,1,0,2,69.4,3058.3,0,1.6523809523809525,8.025614485012703
4193-IBKSW,72,1,2,2,24.75,1769.6,0,0.34375,7.478508811328016
5377-NDTOU,71,1,2,1,91.05,6293.75,0,1.282394366197183,8.747312356466873
5922-ABDVO,19,1,0,1,89.65,1761.05,1,4.718421052631579,7.47366550105168
2474-LCNUE,23,1,0,3,73.65,1642.75,0,3.2021739130434783,7.4041269457779775
0839-QNXME,30,1,2,3,19.4,578.5,0,0.6466666666666666,6.360438546633731
3506-OVLKD,35,1,1,2,26.2,954.9,0,0.7485714285714286,6.861606622956157
9172-ANCRX,10,1,0,0,98.7,973.25,1,9.870000000000001,6.880640986490565
6650-VJONK,1,1,0,2,43.85,43.85,0,43.85,3.780774718818192
2178-PMGCJ,22,1,0,1,69.7,1490.4,0,3.1681818181818184,7.306799819287379
7492-TAFJD,7,0,2,1,38.55,280.0,0,5.507142857142857,5.634789603169249
2773-MADBQ,36,0,2,1,53.1,1901.25,0,1.475,7.550266843573502
6016-LVTJQ,34,1,0,1,20.65,716.4,0,0.6073529411764705,6.574238670186556
7860-KSUGX,72,1,2,3,64.45,4720.0,0,0.8951388888888889,8.459564078579602
8966-KZXXA,36,1,2,3,25.1,930.95,0,0.6972222222222223,6.836205570142061
6910-HADCM,1,1,0,0,76.35,76.35,1,76.35,4.335328031664641
4816-LXZYW,23,1,0,0,79.15,1676.95,1,3.441304347826087,7.424731946232634
9606-PBKBQ,32,1,0,0,85.0,2642.05,1,2.65625,7.879310409959969
5149-QYTTU,71,1,1,3,95.15,6770.85,0,1.3401408450704226,8.820381911939416
2070-XYMFH,23,1,0,1,79.35,1835.3,0,3.4499999999999997,7.514963234864426
2085-BOJKI,17,1,1,2,96.65,1588.25,0,5.685294117647059,7.3703880601466425
0817-HSUSE,1,1,0,0,75.5,75.5,0,75.5,4.324132656254979
5442-PPTJY,12,1,2,1,19.7,258.35,0,1.6416666666666666,5.5543152547331935
1927-QEWMY,72,1,2,3,20.5,1502.25,0,0.2847222222222222,7.314719263214037
1663-MHLHE,1,1,0,1,19.2,19.2,0,19.2,2.954910279033736
5663-QBGIS,72,1,2,2,98.35,6929.4,0,1.3659722222222221,8.843528508349097
4450-MDZFX,60,1,0,2,74.35,4453.3,0,1.2391666666666665,8.401400673364574
6701-DHKWQ,61,0,2,3,51.35,3244.4,0,0.8418032786885246,8.08468571219619
7554-AKDQF,6,1,0,1,45.65,323.45,0,7.608333333333333,5.779044542489994
3536-IQCTX,32,1,0,0,85.3,2661.1,1,2.665625,7.886494850128781
4911-BANWH,31,1,0,3,86.55,2697.4,1,2.791935483870968,7.900043625082757
8496-EJAUI,19,1,0,3,73.85,1424.5,1,3.8868421052631574,7.261576153937963
0794-YVSGE,72,1,2,2,20.3,1401.15,0,0.28194444444444444,7.245048606986967
5423-BHIXO,32,1,0,0,54.2,1739.6,0,1.69375,7.461410480723483
6908-VVYHM,65,1,0,0,90.65,5931.0,0,1.3946153846153848,8.687948111838727
2959-EEXWB,45,0,0,2,50.9,2333.85,0,1.1311111111111112,7.755274543429081
1839-UMACK,42,1,1,0,25.05,949.85,0,0.5964285714285714,6.856304077391058
3030-YDNRM,8,1,0,0,74.85,572.45,0,9.35625,6.349925395369821
7321-KKSDU,32,1,2,1,20.5,696.8,0,0.640625,6.546498425538293
3402-XRIUO,22,1,0,1,63.55,1381.8,0,2.8886363636363637,7.231142276054695
3132-TVFDZ,57,0,0,0,44.85,2572.95,1,0.7868421052631579,7.852808379523943
8286-AFUYI,1,1,0,0,47.95,47.95,0,47.95,3.8701588013294472
8080-DDEMJ,1,1,0,0,45.1,45.1,1,45.1,3.8088822465086327
8356-WUAOJ,1,1,0,0,45.0,45.0,0,45.0,3.8066624897703196
6365-MTGZX,24,1,0,0,96.0,2122.45,1,4.0,7.6603263607819985
1349-WXNGG,1,1,0,2,20.05,20.05,1,20.05,2.998229153752578
8058-DMYRU,54,1,0,0,90.05,4931.8,0,1.6675925925925925,8.503459311961596
9350-ZXYJC,4,1,2,3,25.3,116.95,0,6.325,4.761746493030188
6990-YNRIO,65,1,2,2,108.65,6937.95,1,1.6715384615384616,8.84476162081592
8958-JPTRR,56,1,1,0,24.3,1261.7,0,0.43392857142857144,7.140215296933696
6959-GQEGV,45,1,0,0,75.95,3273.8,0,1.6877777777777778,8.093706668710254
3173-WSSUE,71,1,2,3,19.7,1415.85,0,0.27746478873239433,7.2554853364390635
1265-HVPZB,59,1,1,3,66.4,3958.2,0,1.1254237288135593,8.28354465545688
4115-UMJFQ,69,0,1,2,35.75,2492.25,0,0.5181159420289855,7.8209411959028134
7369-TRPFD,19,1,1,1,18.8,279.2,0,0.9894736842105264,5.631928370888217
1098-KFQEC,55,1,2,3,19.4,1083.0,0,0.3527272727272727,6.9874902470009905
7190-XHTWJ,38,1,1,1,19.3,755.5,0,0.5078947368421053,6.627379781712794
0621-TWIEM,10,1,0,0,45.55,402.6,1,4.555,5.9979435132056915
3537-RYBHH,47,1,0,3,67.45,3252.0,0,1.4351063829787234,8.087025470667701
2485-ITVKB,2,0,0,0,35.1,68.75,1,17.55,4.230476736546681
3669-OYSJI,1,1,0,3,46.2,46.2,1,46.2,3.832979798087693
1612-EOHDH,1,1,0,0,45.15,45.15,1,45.15,3.8099902798629945
6702-OHFWR,1,0,0,0,43.3,43.3,1,43.3,3.768152635008444
5296-BFCYD,46,1,2,1,20.1,936.85,0,0.43695652173913047,6.842523184044522
4510-PYUSH,38,1,0,3,57.15,2250.65,1,1.5039473684210527,7.7189743423669945
9359-JANWS,65,1,2,3,58.9,3857.1,0,0.9061538461538461,8.257670884758312
7517-SAWMO,19,1,0,0,73.2,1441.1,1,3.8526315789473684,7.273161989844316
4143-HHPMK,52,1,0,0,85.35,4338.6,1,1.6413461538461538,8.37530699440896
3279-DYZQM,71,1,2,1,19.45,1378.45,0,0.27394366197183095,7.228714958496638
7054-LGEQW,1,1,0,1,45.95,45.95,1,45.95,3.827553848801696
0523-VNGTF,52,0,0,0,50.5,2566.3,0,0.9711538461538461,7.850220451825755
9575-IWCAZ,6,1,1,1,25.1,171.0,0,4.183333333333334,5.14166355650266
7105-MXJLL,26,1,1,1,60.7,1597.4,0,2.3346153846153848,7.376132586483289
7064-FRRSW,48,1,1,0,99.0,4744.35,0,2.0625,8.464709715359177
7940-UQQUG,64,1,1,2,104.4,6721.6,0,1.63125,8.813081500415118
0923-PNFUB,3,1,0,0,83.75,247.25,1,27.916666666666668,5.510399970502822
3961-SXAXY,1,1,0,2,44.05,44.05,0,44.05,3.7853253523821886
7010-BRBUU,72,1,2,3,24.1,1734.65,0,0.33472222222222225,7.4585609429242785
3566-HJGPK,1,1,0,1,45.55,45.55,0,45.55,3.8188106237059674
3062-ICYZQ,51,1,0,0,93.8,4539.35,0,1.8392156862745097,8.420539108979165
9938-PRCVK,41,1,2,2,19.7,804.25,0,0.48048780487804876,6.689910166119136
0973-KYVNF,72,1,2,3,70.65,5011.15,0,0.9812500000000001,8.519420708656588
5129-HHMZC,43,1,2,3,86.45,3574.5,0,2.01046511627907,8.181580585206907
9637-CDTKZ,72,1,2,3,114.1,8086.4,0,1.5847222222222221,8.997938917193874
3946-JEWRQ,47,1,1,3,95.2,4563.0,0,2.0255319148936173,8.425735580927402
7873-CVMAW,72,1,2,3,88.55,6362.35,0,1.229861111111111,8.75815308494236
0463-WZZKO,3,1,0,3,20.75,67.1,0,6.916666666666667,4.206184043977636
3494-JCHRQ,1,1,0,0,70.05,70.05,1,70.05,4.249209272783016
6474-FVJLC,2,1,0,0,86.0,165.45,1,43.0,5.1086690343676215
4524-QCSSM,26,0,0,2,44.65,1156.55,0,1.7173076923076922,7.05319671463231
5832-EXGTT,29,1,0,1,60.2,1834.15,0,2.075862068965517,7.514336437912485
8840-DQLGN,35,1,0,2,100.5,3653.35,1,2.8714285714285714,8.203399833867286
2039-JONDJ,27,1,1,2,55.45,1477.65,0,2.053703703703704,7.298208266969798
7217-JYHOQ,24,1,0,3,70.3,1706.45,0,2.9291666666666667,7.442170468181214
6695-FRVEC,67,1,2,2,60.4,3953.7,0,0.9014925373134328,8.282407128317953
4547-LYTDD,16,1,0,0,72.65,1194.3,1,4.540625,7.085315518674381
9894-QMIMJ,23,1,1,2,55.8,1327.85,0,2.426086956521739,7.191316371849615
8069-YQQAJ,14,0,0,1,31.1,419.7,0,2.2214285714285715,6.039540170339545
6770-XUAGN,1,1,0,0,21.0,21.0,1,21.0,3.044522437723423
4193-ORFCL,1,1,0,1,45.1,45.1,1,45.1,3.8088822465086327
1636-NTNCO,4,0,0,3,50.95,207.35,0,12.7375,5.33440818669239
3466-WAESX,16,1,0,0,69.1,1083.7,0,4.31875,6.98813639092895
9281-PKKZE,46,0,0,0,43.95,2007.85,0,0.9554347826086957,7.604819776826127
3638-VBZTA,68,1,2,2,86.5,5882.75,0,1.2720588235294117,8.67977961863599
7459-IMVYU,38,1,0,0,69.95,2657.55,0,1.8407894736842105,7.885159924714556
7776-QWNFX,30,1,0,2,50.4,1527.5,1,1.68,7.331387691045751
6689-TCZHQ,5,1,0,0,78.95,378.4,1,15.790000000000001,5.935951837177723
8563-OYMQY,17,1,0,3,90.95,1612.2,0,5.3500000000000005,7.3853549848495
0754-EEBDC,4,1,2,1,19.9,76.65,0,4.975,4.339249605317823
5777-ZPQNC,12,1,1,0,20.15,260.7,0,1.6791666666666665,5.563370320939456
1951-IEYXM,72,1,2,3,90.6,6441.85,0,1.2583333333333333,8.770571044925857
3318-NMQXL,3,1,0,0,92.0,266.8,0,30.666666666666668,5.586499314041468
3143-ILDAL,56,1,0,0,94.45,5124.6,1,1.686607142857143,8.541807752180157
1022-RKXDR,41,1,1,1,24.85,962.25,0,0.6060975609756097,6.869274292163856
2361-FJWNO,40,0,1,3,36.0,1382.9,0,0.9,7.2319380224706125
2272-UOINI,7,1,0,0,78.5,571.05,0,11.214285714285714,6.347476771496616
8232-UTFOZ,69,1,2,3,19.95,1399.35,0,0.2891304347826087,7.243763122075079
3750-YHRYO,7,1,1,1,20.65,150.0,0,2.9499999999999997,5.0106352940962555
6637-KYRCV,5,0,0,0,30.5,167.2,0,6.1,5.119190700650601
5668-MEISB,72,1,2,3,106.1,7657.4,0,1.473611111111111,8.943427779529266
0129-QMPDR,44,1,1,2,20.5,865.05,0,0.4659090909090909,6.762787308729531
7188-CBBBA,65,1,1,0,95.5,6153.85,0,1.4692307692307693,8.724833181194287
5356-CSVSQ,3,1,0,0,64.6,174.2,0,21.53333333333333,5.160204064418402
3221-CJMSG,24,1,0,3,51.1,1269.6,0,2.129166666666667,7.1464571692122
4720-VSTSI,44,1,0,2,84.8,3862.55,1,1.9272727272727272,8.259082866106034
3219-JQRSL,72,1,2,3,89.1,6352.4,0,1.2374999999999998,8.756587973236492
2801-NISEI,24,1,0,0,54.95,1348.5,0,2.2895833333333333,7.206748142579785
3946-MHCZW,1,1,0,1,50.9,50.9,1,50.9,3.929862923556477
4623-ZKHLY,22,1,0,2,20.45,471.55,0,0.9295454545454546,6.156025140989894
6732-VAILE,70,1,2,3,85.95,5931.75,0,1.227857142857143,8.688074558067637
8201-AAXCB,25,1,0,0,60.35,1404.65,0,2.414,7.247543440414431
7696-CFTAT,37,1,2,2,19.8,726.1,0,0.5351351351351351,6.587687746386201
1845-CSBRZ,22,1,0,2,85.35,1961.6,0,3.8795454545454544,7.581515745741892
